AgeAbove35,Accessibility,Employment,MentalHealth,YearsCodePro,Employed,Skills_dist,has_advanced_degree,salary_per_year_exp,NoHigherEd,HasTopCountry,Gender_Woman,MainBranch_NotDev
0,0,1,0,6,1,1,0,11883.42857142857,0,1,0,0
0,0,1,0,1,1,2,0,6180.0,0,0,0,0
1,0,1,1,5,1,0,0,20950.0,0,1,1,1
0,0,1,0,9,1,1,0,7756.5,0,0,0,0
1,0,1,0,15,1,2,0,5598.75,0,0,0,0
0,0,1,0,3,0,0,0,4263.0,0,0,0,0
0,0,1,0,6,1,2,0,6216.0,0,0,0,0
0,0,1,1,3,1,2,1,6931.75,0,0,0,0
1,0,0,0,15,1,2,0,7467.0,0,1,0,0
0,0,1,0,2,0,0,0,14076.0,0,1,0,0
0,0,1,0,7,1,2,0,10500.0,1,0,0,1
0,0,1,1,2,0,0,0,10237.666666666666,0,0,0,0
0,0,1,0,3,0,0,0,5343.0,0,0,0,0
1,0,1,1,9,1,2,0,10000.0,0,1,0,0
0,0,1,0,13,1,1,0,10761.42857142857,1,0,0,0
0,0,1,0,3,0,0,0,13798.75,0,0,0,1
1,1,1,1,32,1,2,0,3030.3030303030305,0,1,0,0
0,0,1,0,3,1,1,0,21987.0,0,1,1,0
1,0,1,0,19,1,0,0,5750.0,0,1,0,0
1,0,1,0,21,1,2,1,4532.181818181818,0,0,0,0
0,0,0,0,6,1,1,0,12797.142857142857,0,0,0,0
1,0,1,0,15,1,2,1,12250.0,0,1,0,0
0,0,1,1,5,1,0,0,5243.333333333333,1,1,0,0
0,0,1,0,3,0,1,0,9912.0,0,0,0,0
1,0,1,0,22,1,2,1,7173.913043478261,0,1,0,0
1,0,1,0,22,1,2,1,2642.913043478261,0,0,0,0
0,0,1,1,5,1,2,1,10888.666666666666,0,1,0,0
0,0,1,0,6,1,2,0,3965.1428571428573,0,0,0,0
1,0,0,0,15,1,1,0,4162.5,0,0,0,0
0,0,1,1,10,1,2,0,12272.727272727272,0,1,0,0
0,0,1,0,8,1,2,1,6568.0,0,1,0,1
0,0,1,1,6,1,1,0,14285.714285714286,0,1,0,0
1,0,1,0,27,1,2,1,2963.0,0,0,0,0
0,0,1,0,2,0,0,0,3192.0,0,0,0,0
1,0,1,0,23,1,1,0,8333.333333333334,0,1,0,0
0,0,1,0,7,1,2,0,11677.25,0,0,0,0
0,0,1,0,0,1,2,0,5436.0,0,0,0,0
0,0,1,0,5,1,1,0,8776.0,0,0,0,0
1,0,1,1,25,0,0,0,3269.230769230769,1,1,0,0
0,1,1,1,4,1,2,0,5620.8,0,0,0,0
0,0,1,1,10,1,1,0,12727.272727272728,0,1,0,0
1,0,1,1,4,0,1,1,30000.0,0,1,1,0
0,0,1,0,5,1,1,1,9953.333333333334,0,0,0,0
1,0,1,1,22,0,1,0,2782.0,0,1,0,0
1,0,1,0,12,0,0,1,4265.7692307692305,0,0,0,0
1,0,1,1,21,1,2,0,5476.636363636364,0,0,0,0
1,0,1,0,8,0,0,0,4502.777777777777,0,0,0,0
1,0,1,0,16,0,0,0,5018.529411764706,1,1,0,0
0,0,1,1,0,1,1,0,79200.0,0,1,0,0
1,0,1,0,9,1,0,0,10664.4,0,0,0,0
1,0,0,0,25,1,1,1,615.2692307692307,0,0,0,0
1,0,1,0,13,0,0,1,2533.3571428571427,0,1,0,0
1,0,1,0,22,1,0,1,3013.8260869565215,0,0,0,0
1,0,0,0,29,1,1,0,7200.0,0,1,0,0
1,0,1,0,20,0,0,0,6832.571428571428,0,0,0,0
0,0,1,0,3,0,0,1,15705.0,0,1,0,0
0,0,1,1,4,1,2,0,7310.4,0,0,0,0
1,0,1,0,8,0,0,1,17222.222222222223,0,1,0,0
1,0,1,0,11,0,0,1,7250.0,0,1,0,1
0,0,1,1,5,1,2,0,14833.333333333334,0,1,1,0
0,0,1,0,1,0,1,1,5159.0,0,1,0,0
1,0,1,0,15,1,2,0,6250.0,0,1,0,0
0,0,0,1,10,0,1,1,3198.090909090909,0,1,0,1
1,0,1,0,20,0,0,0,4380.952380952381,0,1,0,0
1,0,1,0,8,1,2,1,8068.666666666667,0,1,0,0
0,0,1,0,2,1,2,1,43091.333333333336,0,0,0,0
0,0,1,1,9,1,2,0,14600.0,0,1,0,0
1,0,1,0,26,1,1,0,1421.7777777777778,0,0,0,0
1,0,1,1,6,1,1,1,6680.571428571428,0,0,0,0
0,0,0,1,8,0,1,0,214.0,0,0,0,0
1,0,1,0,12,0,0,1,5384.615384615385,0,1,1,0
0,0,1,0,5,1,2,1,12441.833333333334,0,0,0,0
1,0,0,0,25,0,1,1,5906.307692307692,0,0,0,0
1,0,1,0,9,0,0,0,10541.4,0,1,0,0
0,0,1,1,8,0,0,0,57.333333333333336,0,0,0,0
0,0,1,0,2,1,0,1,13820.333333333334,0,1,0,0
1,0,1,1,8,0,1,0,12356.0,0,0,0,0
1,0,1,0,14,1,1,1,7259.4,0,0,0,0
1,0,1,0,10,0,0,1,6301.636363636364,0,1,0,1
1,0,1,0,20,1,2,0,6832.571428571428,0,0,1,0
1,0,1,0,18,1,0,1,3648.315789473684,0,0,0,0
0,0,1,1,5,0,0,1,9953.333333333334,0,0,1,1
1,0,1,0,14,0,0,0,3554.8,0,0,0,0
0,0,1,0,6,1,2,0,22142.85714285714,0,1,0,0
0,0,1,1,4,0,0,1,20000.0,0,1,1,0
0,0,1,0,0,1,1,0,41000.0,0,1,0,0
0,0,1,0,7,0,1,0,878.125,0,0,0,0
1,0,1,0,30,0,0,0,3674.7096774193546,0,0,0,0
1,0,1,0,10,0,1,0,13636.363636363636,0,1,0,0
0,0,1,0,5,1,2,0,4127.166666666667,0,1,0,0
1,0,0,0,30,1,1,1,643.3548387096774,0,0,0,0
1,0,1,0,22,1,0,0,5217.391304347826,0,1,0,0
0,0,1,0,4,1,1,0,12000.0,0,1,0,0
1,0,1,1,25,0,0,0,5769.2307692307695,0,1,0,0
1,0,1,1,25,0,0,0,5269.2307692307695,0,1,0,0
0,0,1,0,8,1,1,1,5924.666666666667,0,0,0,0
0,0,1,0,4,1,1,0,8700.0,0,1,1,0
0,0,1,0,2,1,0,0,2992.0,0,0,0,0
1,0,0,0,34,0,0,1,1828.1142857142856,0,0,0,0
1,0,1,0,20,0,0,1,1312.5714285714287,0,0,0,0
0,0,1,0,5,1,1,0,9506.333333333334,0,0,0,0
0,0,0,1,2,1,1,1,21328.666666666668,0,0,0,0
1,0,1,0,26,1,0,0,3148.1481481481483,0,1,0,0
0,0,1,1,3,1,2,0,14130.25,0,0,0,0
1,0,1,0,20,0,0,0,5384.523809523809,0,1,0,0
0,0,0,0,10,1,0,0,6398.636363636364,0,0,0,0
0,0,1,0,7,1,1,1,6665.25,0,0,0,0
1,0,0,0,37,1,2,1,1543.5263157894738,0,0,0,0
0,0,1,1,9,0,0,1,9500.0,0,1,0,0
1,0,1,0,20,0,0,0,5789.238095238095,0,0,0,0
1,0,1,0,11,1,0,1,13333.333333333334,0,1,0,0
1,0,1,0,26,1,1,0,4338.0,0,1,0,0
1,0,1,0,12,0,0,0,7846.153846153846,0,1,0,0
0,0,1,0,2,1,2,0,19166.666666666668,0,1,0,0
0,0,1,0,11,0,0,0,6309.75,0,0,0,0
0,0,1,0,7,0,1,1,870.5,0,1,0,0
0,0,1,0,7,1,2,0,10664.375,0,0,0,0
1,0,1,0,8,1,2,0,20000.0,0,1,0,0
0,0,1,1,12,1,2,0,5709.2307692307695,1,1,0,0
1,0,1,0,22,1,2,1,7826.086956521739,0,1,0,0
0,0,1,0,5,0,1,0,25000.0,0,1,0,0
0,0,1,0,0,1,0,0,51624.0,0,0,0,0
0,0,1,1,7,0,0,1,7500.0,0,0,0,0
0,0,1,0,3,1,2,0,3381.0,0,0,0,0
1,1,1,0,1,0,0,1,30153.5,0,1,1,0
0,0,1,0,7,1,2,0,3469.5,0,0,0,0
0,0,1,0,1,0,1,0,6564.0,0,0,0,0
1,0,0,0,16,0,0,0,2444.470588235294,0,0,0,0
0,0,1,1,2,0,0,0,30666.666666666668,0,1,0,1
0,0,1,1,6,1,1,1,8532.0,0,0,1,0
0,0,1,0,2,1,1,1,4572.0,0,0,1,0
0,0,1,0,5,1,2,0,12000.0,0,0,0,0
0,0,1,0,9,0,1,1,4643.0,0,1,0,0
0,0,1,0,5,0,0,1,21000.0,0,1,1,0
0,0,1,0,6,1,2,1,21428.571428571428,0,0,0,0
1,0,1,1,15,0,0,0,7000.0,0,1,0,0
0,0,1,0,10,1,2,0,10909.09090909091,0,1,0,0
0,0,1,0,6,0,0,0,9010.285714285714,0,0,0,0
1,0,1,0,20,0,0,1,4833.761904761905,0,1,0,0
0,0,1,1,9,0,0,1,12000.0,0,1,0,0
1,0,1,1,10,0,0,0,6545.454545454545,0,1,0,0
1,0,1,1,20,0,1,1,3554.809523809524,0,0,0,0
1,0,1,0,22,1,1,1,3477.521739130435,0,0,0,0
0,0,1,0,11,1,2,1,2686.9166666666665,0,1,0,0
0,0,1,1,3,0,2,0,28712.75,0,1,0,0
1,0,1,0,11,1,1,0,6507.0,0,1,0,0
0,0,0,1,11,1,1,0,14133.333333333334,0,1,0,0
0,0,1,0,9,1,2,0,1812.9,1,0,0,0
1,0,1,0,18,0,0,0,3111.7894736842104,0,0,0,1
0,0,1,1,3,1,1,0,3869.25,0,1,0,0
0,0,1,0,8,1,1,0,5722.666666666667,0,0,0,0
1,0,1,0,46,0,0,0,2212.7659574468084,0,1,0,0
1,0,1,0,33,0,0,1,1411.4705882352941,0,0,0,0
0,0,1,0,3,1,2,1,12530.75,0,0,1,0
0,0,1,0,9,1,0,1,3838.8,0,0,0,0
0,0,1,0,1,1,0,1,18768.0,0,0,0,0
1,0,1,1,23,0,1,0,2458.3333333333335,0,1,0,0
0,0,1,0,5,1,2,1,8531.5,0,1,0,0
0,0,1,0,3,1,1,0,9369.0,0,1,0,0
0,0,1,1,6,1,1,0,13857.142857142857,0,1,0,0
1,0,1,0,11,1,1,1,1074.75,0,1,0,0
0,0,0,1,10,0,0,0,5623.0,0,0,0,0
1,0,1,0,20,1,2,0,2285.2380952380954,0,0,0,0
0,0,1,0,5,1,2,0,8500.0,0,1,0,1
1,0,0,1,15,1,1,1,6625.0,0,0,0,0
1,0,1,0,10,1,2,0,4847.454545454545,0,0,0,0
1,0,1,0,17,0,1,1,3199.3333333333335,0,0,0,0
1,0,1,0,23,0,0,0,4895.833333333333,0,1,0,0
0,0,1,0,2,1,2,1,30215.666666666668,0,0,0,0
0,0,1,1,10,1,2,1,5608.090909090909,0,1,0,0
1,0,1,0,28,1,1,0,2686.0689655172414,0,1,0,0
0,0,1,0,0,1,0,0,13872.0,0,0,0,0
1,1,1,0,40,0,0,0,3658.5365853658536,0,1,0,0
1,0,0,0,16,1,1,1,3529.4117647058824,0,0,0,0
1,0,1,0,26,0,0,0,6642.666666666667,0,0,0,0
0,0,1,0,4,0,0,0,24000.0,0,1,0,1
0,0,1,0,2,1,2,0,45000.0,0,1,0,0
0,0,1,1,3,1,1,1,9018.0,0,0,0,0
0,0,0,0,5,0,1,0,13333.333333333334,0,0,0,0
0,0,1,0,13,1,2,0,8928.57142857143,0,1,0,0
1,0,0,0,38,1,1,0,1562.7692307692307,0,0,0,0
0,0,1,0,12,0,1,1,3195.923076923077,0,0,0,1
0,0,1,0,7,0,1,1,10664.375,0,0,0,0
1,0,1,0,16,0,0,0,1026.3529411764705,0,0,0,0
0,0,1,0,10,0,0,0,12118.636363636364,0,1,0,1
1,0,1,1,22,1,2,1,5217.391304347826,0,1,0,0
0,0,1,1,6,1,2,0,20714.285714285714,0,1,0,0
0,0,1,0,1,1,1,0,32500.0,0,1,0,0
0,0,1,0,3,1,0,0,4797.0,0,0,0,0
1,0,1,0,21,1,2,1,5590.909090909091,0,1,0,0
1,0,1,0,42,0,0,0,2813.953488372093,0,1,0,0
0,0,1,0,3,0,0,1,17596.25,0,0,0,1
0,0,1,0,5,1,1,0,10801.666666666666,0,1,0,0
0,0,1,0,5,1,1,0,2263.5,0,1,0,0
1,1,1,1,22,1,2,0,4335.130434782609,0,0,0,0
0,0,1,0,7,0,1,0,3763.5,0,0,0,0
1,0,1,1,13,1,2,0,7285.714285714285,0,0,0,0
0,0,1,0,7,1,1,0,8398.25,0,0,0,0
0,0,1,1,11,1,2,0,8166.583333333333,0,1,0,0
1,0,1,0,17,1,2,0,6666.666666666667,0,1,0,0
0,0,0,0,2,1,2,0,652.0,1,0,0,0
1,0,1,0,32,0,0,0,2969.6666666666665,0,1,0,0
0,0,1,1,4,1,1,0,10238.4,1,1,0,0
0,0,1,0,3,1,2,0,9018.0,1,0,0,0
1,0,1,0,24,1,1,0,1514.36,1,0,0,0
0,0,1,0,6,1,0,1,12568.714285714286,0,0,0,0
0,0,1,0,0,0,0,0,36.0,0,0,0,0
1,0,1,0,22,1,2,0,2854.086956521739,0,0,0,0
0,0,1,0,5,0,0,0,15000.0,0,1,0,0
0,1,1,0,2,0,1,1,15495.666666666666,0,1,0,0
1,0,1,0,5,0,0,0,6700.833333333333,0,1,0,1
0,0,1,0,2,1,0,0,3955.0,0,1,0,0
1,0,1,1,22,1,1,1,6521.739130434783,0,1,0,0
0,0,1,0,6,1,0,0,10140.857142857143,0,1,0,0
1,1,1,0,10,0,0,0,4646.181818181818,0,0,0,0
1,0,0,1,32,0,0,0,5214.181818181818,1,0,0,0
1,0,0,1,16,0,0,0,10974.941176470587,0,1,0,0
0,0,1,0,2,1,2,0,16104.0,0,0,0,0
1,0,1,1,16,1,0,0,6823.529411764706,0,1,0,0
1,0,1,1,22,1,1,0,8260.869565217392,0,1,0,0
0,0,1,0,5,0,0,1,18000.0,0,0,0,0
0,0,1,0,6,1,1,1,10664.42857142857,0,1,0,1
1,0,1,1,30,0,0,1,1720.0645161290322,0,0,0,1
1,0,1,1,19,1,2,0,6750.0,0,1,0,0
0,0,1,1,1,0,0,0,7680.0,0,0,0,0
0,0,1,0,0,0,0,0,13872.0,0,0,0,0
1,0,1,0,14,1,2,0,5153.533333333334,0,1,0,0
0,0,1,0,3,1,1,0,2445.0,0,0,0,0
0,0,0,0,5,0,1,0,10411.166666666666,0,1,0,0
0,0,1,0,2,1,1,0,2888.0,0,0,0,0
1,0,1,0,16,1,2,0,5764.64705882353,0,1,0,0
0,0,1,0,4,1,2,0,4094.4,0,0,0,0
0,0,0,0,9,1,2,1,3000.0,0,0,0,0
0,0,1,0,6,0,1,0,18571.428571428572,0,1,0,0
0,0,0,0,13,1,1,0,7857.142857142857,0,0,0,0
1,0,1,0,34,0,0,0,1310.2,1,0,0,0
0,0,1,0,7,1,2,1,3046.5,0,0,0,0
0,0,1,1,2,0,0,0,3848.0,0,0,0,0
1,0,1,1,20,1,1,0,6428.571428571428,0,1,0,1
0,0,1,0,5,1,2,0,4986.0,0,0,0,0
0,0,0,0,4,0,0,1,27727.4,0,0,0,0
0,0,1,0,4,1,2,0,4248.0,0,0,0,0
0,0,1,0,13,1,1,0,3808.714285714286,0,0,0,0
0,0,1,0,4,1,1,0,25000.0,0,1,0,0
0,0,1,0,3,1,2,1,8958.0,0,0,0,0
0,0,1,0,1,1,2,0,6270.0,0,0,0,1
1,0,1,0,15,0,0,1,1947.5,0,0,0,0
1,0,1,0,23,1,0,0,4554.916666666667,0,1,0,0
0,0,1,0,9,1,1,0,4685.0,0,1,0,0
1,0,1,0,10,0,0,1,4828.363636363636,0,1,0,0
1,0,1,1,10,1,1,0,5862.545454545455,0,0,0,0
0,0,1,0,1,1,2,0,31993.0,1,1,0,0
0,0,1,0,4,1,1,0,11600.0,0,1,0,0
0,0,1,0,7,0,0,0,12000.0,0,1,0,0
1,0,1,0,17,0,1,0,9888.888888888889,0,1,0,0
0,0,1,0,6,1,0,0,15714.285714285714,0,1,0,0
1,0,1,0,28,0,0,1,7354.724137931034,0,1,0,0
0,0,1,0,4,1,2,1,9649.2,0,1,0,0
1,0,0,0,20,0,0,1,5078.285714285715,0,0,0,1
1,0,1,0,10,1,0,1,9694.90909090909,0,1,0,0
0,0,1,1,3,0,0,1,4800.0,0,0,0,0
0,0,1,0,2,1,0,0,7538.333333333333,0,1,0,0
0,0,0,0,1,1,1,0,18000.0,0,0,0,0
1,0,1,0,16,1,2,1,8647.058823529413,0,1,0,0
0,0,1,0,2,1,1,0,11712.666666666666,0,1,0,0
1,0,1,1,5,0,0,0,8000.0,0,1,1,0
1,0,0,1,12,0,0,0,1107.6923076923076,0,0,0,0
1,0,1,0,18,0,0,0,7191.9473684210525,0,1,0,0
1,0,1,0,44,0,0,0,2888.8888888888887,0,1,0,0
1,0,1,0,33,0,1,0,3676.470588235294,0,1,0,0
1,0,1,1,5,1,2,1,20939.833333333332,0,1,0,0
1,0,1,0,38,0,0,0,2564.102564102564,0,1,0,0
0,0,1,0,15,0,1,0,11562.5,0,0,0,0
1,0,1,0,6,0,1,1,8410.285714285714,0,0,0,0
0,0,1,0,2,1,2,1,36196.666666666664,0,0,0,0
1,0,1,0,15,1,1,1,6933.75,0,1,0,0
0,0,1,0,10,0,1,1,6786.454545454545,0,0,0,0
0,0,1,1,6,0,1,0,4956.0,0,0,0,0
0,0,1,0,1,0,0,1,28794.0,0,1,0,0
1,0,0,0,12,1,2,1,5742.384615384615,0,0,0,0
0,0,1,0,1,0,0,0,42000.0,0,1,0,0
1,0,1,0,8,0,0,0,8777.777777777777,0,1,0,0
0,0,0,0,1,1,2,1,618.0,0,1,0,0
0,0,1,0,8,0,1,0,5688.0,0,0,0,0
0,0,1,0,0,1,0,0,14436.0,0,0,0,1
1,0,1,0,32,1,1,0,3878.787878787879,0,1,0,0
1,0,1,0,2,0,0,0,32795.333333333336,0,1,0,0
0,0,1,0,4,1,2,0,11810.0,0,1,0,0
0,0,1,0,9,1,1,0,10300.0,0,0,0,0
0,1,0,1,3,1,1,0,747.0,0,0,0,0
0,0,1,1,10,0,0,0,13636.363636363636,0,1,0,0
0,0,1,0,2,1,1,0,24333.333333333332,0,1,0,0
0,0,0,0,5,0,2,0,870.0,0,0,0,0
0,0,0,0,8,0,2,0,8888.888888888889,0,0,0,0
1,0,1,1,8,1,0,0,9444.444444444445,1,1,0,0
0,0,1,1,1,1,1,0,8100.0,0,0,0,0
0,0,1,1,4,0,0,1,619.0,0,1,0,0
1,0,1,0,0,0,0,1,25980.0,0,0,0,0
0,0,1,0,10,1,2,0,12272.727272727272,0,1,0,0
1,0,0,1,12,0,0,1,7793.2307692307695,0,0,0,0
1,0,0,0,20,0,0,0,4647.619047619048,0,1,0,0
1,0,1,1,18,0,0,1,3280.0,0,0,0,0
0,0,1,1,3,1,2,1,1368.25,0,0,0,0
1,0,1,1,8,0,0,1,24444.444444444445,0,1,0,0
0,0,1,0,10,1,2,1,6447.272727272727,0,0,0,0
0,0,1,0,3,0,0,0,4836.5,0,1,0,0
1,0,0,0,40,1,0,1,608.4878048780488,0,0,0,0
0,0,1,1,7,0,1,1,3660.0,0,0,0,1
0,0,1,0,4,0,0,0,312.0,0,1,1,1
0,1,1,0,11,0,0,0,13083.333333333334,0,1,0,0
0,1,1,0,15,1,2,1,7368.625,0,0,0,0
0,0,1,0,8,1,1,0,15333.333333333334,0,1,0,0
0,0,1,1,0,0,0,0,50000.0,0,1,0,0
0,0,1,1,8,1,1,0,9155.555555555555,0,1,0,0
0,0,0,1,10,1,2,0,1246.909090909091,0,0,0,0
0,0,0,0,14,1,2,0,11375.333333333334,0,0,0,0
0,1,1,1,3,1,2,0,33750.0,0,1,1,0
0,0,1,0,2,1,1,1,56666.666666666664,0,1,0,0
0,0,1,0,0,0,1,0,29525.0,0,1,0,0
0,1,1,1,1,1,1,0,46500.0,0,1,0,0
0,0,1,0,6,1,2,0,8691.714285714286,0,0,0,0
0,0,1,0,5,0,0,0,12441.833333333334,0,1,0,0
0,0,1,0,6,0,0,1,28571.428571428572,0,1,0,0
0,0,1,0,6,1,2,0,11485.714285714286,0,1,0,0
0,0,1,0,12,1,1,0,7248.461538461538,0,1,0,0
0,0,1,0,5,1,1,0,11553.0,0,0,0,0
1,1,1,0,10,1,1,1,3691.6363636363635,0,0,0,0
1,0,1,0,10,1,2,0,11633.818181818182,0,0,0,0
1,0,1,0,20,0,0,0,3351.6666666666665,0,1,0,1
0,0,1,1,7,0,1,0,13250.0,0,1,0,0
0,0,1,1,2,1,0,0,33333.333333333336,0,1,0,0
0,0,1,0,3,0,0,1,9894.25,0,0,0,0
0,0,0,0,10,0,1,1,11282.09090909091,0,0,0,0
1,0,1,0,15,0,0,1,6132.0,0,1,0,0
0,0,1,0,4,1,2,0,2192.6,0,1,0,0
0,0,1,0,6,1,2,0,186.85714285714286,0,0,0,0
0,0,1,1,2,1,0,1,1504.6666666666667,0,1,0,0
0,0,1,0,4,0,0,0,5674.8,0,1,0,0
0,0,1,0,6,1,1,0,2086.285714285714,0,0,0,0
0,0,1,1,10,1,2,0,7271.181818181818,0,1,0,0
1,0,1,0,15,0,0,0,7812.5,0,1,0,0
0,0,1,0,0,1,1,0,12.0,0,0,0,0
1,0,1,1,5,1,2,0,23333.333333333332,0,1,0,0
0,0,1,0,3,1,1,0,7533.0,0,0,0,0
1,1,1,1,29,0,0,0,1539.0666666666666,0,1,0,0
0,0,1,0,4,1,2,0,5854.6,0,0,0,0
0,0,1,1,10,1,2,0,11818.181818181818,0,1,0,0
1,0,1,0,22,0,0,0,1576.4782608695652,0,0,0,1
1,0,1,0,22,1,0,0,6086.95652173913,0,1,0,0
1,0,1,1,0,0,0,0,45000.0,0,1,0,0
1,0,1,1,8,0,0,0,22222.222222222223,0,1,0,0
0,0,1,1,1,0,0,0,7998.5,0,0,0,0
1,0,1,0,24,1,2,0,4798.52,0,0,0,0
1,0,1,0,10,1,2,0,8725.363636363636,0,0,0,0
0,0,1,0,8,1,2,0,2493.3333333333335,0,0,0,0
1,0,1,1,35,0,0,0,3315.472222222222,0,1,0,0
1,0,1,0,10,0,0,1,6885.636363636364,0,1,0,0
0,0,1,0,9,0,0,0,6185.3,0,0,0,1
1,0,1,0,20,0,0,0,7619.047619047619,0,1,0,1
0,0,1,1,3,1,2,0,30000.0,1,1,0,1
0,0,1,1,6,1,2,0,9140.857142857143,0,1,0,0
0,0,1,1,0,1,1,0,55000.0,0,1,0,0
0,0,1,0,15,1,2,0,13750.0,0,1,0,0
1,0,1,0,14,1,2,0,4.933333333333334,0,0,0,0
1,0,0,0,13,1,0,0,8923.92857142857,0,1,0,0
0,0,1,1,7,1,1,0,15375.0,0,1,0,0
0,0,1,1,10,1,1,0,1993.1818181818182,0,1,0,0
1,0,1,0,21,0,1,0,3868.3636363636365,0,0,0,0
0,0,1,0,5,1,2,0,3324.0,0,0,0,0
0,0,1,0,3,0,1,0,14184.0,0,0,0,0
0,0,1,1,4,1,1,0,14600.0,0,1,0,0
0,0,1,0,3,1,1,1,8798.0,0,0,0,0
0,0,1,1,5,0,0,0,3740.0,0,0,0,0
1,0,1,0,15,1,1,0,2799.75,1,0,0,0
1,0,1,1,16,0,0,0,7352.941176470588,0,1,0,0
0,0,1,0,2,1,0,0,3766.6666666666665,0,0,0,0
1,0,1,0,43,0,0,1,2998.2045454545455,0,1,0,0
0,0,1,1,10,0,0,0,14545.454545454546,0,1,0,0
0,0,1,0,15,0,0,0,6875.0,0,1,0,0
0,0,1,1,1,0,0,0,11307.5,0,1,1,0
1,1,1,0,8,0,0,0,15555.555555555555,0,1,0,0
0,0,1,0,9,0,0,0,9500.0,0,1,0,0
1,0,1,0,15,0,0,0,5193.3125,0,0,0,0
0,0,1,0,0,1,1,0,6900.0,0,0,0,0
0,0,1,0,9,0,0,0,11500.0,0,1,0,0
0,0,1,1,8,1,2,0,18333.333333333332,0,1,0,0
1,0,0,1,40,0,2,0,2451.487804878049,1,1,0,1
1,0,1,0,16,1,2,1,2117.6470588235293,0,0,0,0
0,0,1,0,7,1,2,0,2904.0,1,0,0,0
1,0,1,0,34,0,0,1,2900.2571428571428,0,1,0,0
1,0,1,0,22,1,2,1,2490.782608695652,0,0,0,1
1,0,1,1,5,0,0,1,12797.166666666666,0,1,0,0
0,0,0,0,6,1,2,0,2969.1428571428573,1,0,1,0
0,0,1,1,5,1,2,0,11730.833333333334,0,1,0,0
0,0,1,0,12,1,1,1,13530.384615384615,0,1,0,0
1,0,0,0,18,0,0,0,9092.105263157895,0,1,0,0
1,0,1,0,19,0,0,0,3370.45,0,0,0,0
0,0,1,0,10,0,1,1,13181.818181818182,0,1,0,0
0,0,1,0,9,0,0,0,10000.0,0,1,0,0
1,0,1,0,14,1,1,0,4265.733333333334,0,0,0,0
0,0,1,0,4,1,2,1,2738.4,0,0,0,0
1,0,1,0,28,0,0,1,5172.413793103448,0,1,1,0
0,0,1,1,3,0,0,1,10664.25,0,1,0,1
1,0,1,0,10,0,0,0,6.090909090909091,0,0,0,0
1,0,1,1,15,1,2,0,6250.0,0,1,0,0
1,0,1,0,4,1,2,1,20000.0,0,0,0,0
0,0,1,1,14,0,0,1,10333.333333333334,0,1,0,0
0,0,1,0,4,1,1,0,3489.6,0,0,0,0
1,0,1,0,9,0,0,1,6931.8,0,1,0,0
0,0,1,0,5,0,2,1,12441.833333333334,0,1,0,0
0,0,0,0,1,1,1,0,51186.0,1,0,0,1
1,0,1,0,16,1,2,1,4402.588235294118,0,0,0,0
1,0,1,0,14,0,0,0,9333.333333333334,0,1,0,0
1,0,1,0,22,1,1,1,2874.7391304347825,0,1,0,0
1,0,1,0,30,1,0,0,6451.612903225807,0,1,0,0
1,0,1,1,0,0,0,0,30153.0,0,1,0,1
1,0,1,1,5,1,2,0,8887.0,0,0,0,0
0,0,1,0,3,1,2,0,5196.0,0,0,0,0
0,0,1,0,12,1,1,0,8203.384615384615,0,1,0,0
1,0,0,0,24,0,0,1,1662.72,0,0,0,0
0,0,1,0,6,1,2,0,2579.4285714285716,0,1,0,0
0,0,1,0,0,0,0,0,33276.0,1,0,0,0
1,0,1,0,22,1,1,0,8565.217391304348,0,1,0,0
0,0,1,1,6,0,0,1,26771.714285714286,0,1,0,0
1,0,1,1,8,1,0,0,933.3333333333334,0,0,0,0
0,0,1,0,5,1,2,1,10342.0,0,0,0,0
0,0,1,0,6,1,1,0,15000.0,0,1,0,0
0,0,1,0,4,1,2,0,21400.0,0,1,0,0
0,0,1,0,8,1,2,0,6766.0,0,1,0,0
0,0,1,0,10,0,2,0,18181.81818181818,0,1,0,0
0,0,0,0,10,0,0,0,951.2727272727273,0,0,0,0
0,0,1,0,3,1,1,0,19000.0,0,1,0,0
1,0,1,0,11,1,0,0,8750.0,0,1,0,0
0,0,1,0,2,1,1,0,18846.0,0,1,0,0
1,0,1,0,35,0,0,0,1950.3333333333333,1,0,0,0
0,0,0,0,14,1,1,1,1706.4,0,0,0,0
0,0,1,1,4,0,2,1,10392.0,0,0,0,0
0,0,1,0,8,0,0,1,7109.555555555556,0,0,0,0
0,0,1,0,0,1,1,1,85308.0,0,1,0,0
1,0,1,1,0,1,0,0,50000.0,0,1,0,0
0,0,1,0,8,1,0,0,3746.6666666666665,0,0,0,0
0,0,1,0,6,1,1,0,14285.714285714286,0,1,0,0
1,0,1,0,20,1,1,1,6093.714285714285,0,0,0,0
0,1,1,1,6,1,0,1,2069.1428571428573,0,1,0,0
1,0,1,0,10,1,1,0,9299.09090909091,0,1,0,0
0,1,1,1,2,0,0,1,43333.333333333336,0,1,0,0
1,0,1,0,35,1,1,0,4166.666666666667,0,1,0,0
1,0,1,0,6,1,2,1,26428.571428571428,0,1,0,0
1,0,1,0,20,0,2,1,10476.190476190477,0,1,0,0
1,0,1,1,8,1,1,0,10555.555555555555,0,1,0,0
0,0,1,0,5,0,0,0,8887.0,0,0,0,0
0,0,1,1,4,0,0,1,14930.2,0,0,0,0
