AgeAbove35,Accessibility,Employment,MentalHealth,YearsCodePro,Employed,Skills_dist,has_advanced_degree,salary_per_year_exp,NoHigherEd,HasTopCountry,Gender_Woman,MainBranch_NotDev
0,0,0,0,10,1,2,1,2272.7272727272725,0,0,0,0
0,0,0,0,10,1,2,1,2590.909090909091,0,0,0,0
0,0,1,0,7,1,1,0,3780.0,0,0,1,0
0,0,1,0,4,0,0,0,2793.6,0,0,0,0
1,0,1,0,14,1,1,0,8466.666666666666,0,0,0,0
1,0,1,0,11,0,0,0,6302.583333333333,0,1,0,1
0,0,1,1,9,1,1,0,8000.0,0,1,0,0
1,0,1,0,22,1,1,0,1861.5652173913043,0,0,0,0
1,0,1,0,15,0,1,1,226.5,0,0,0,0
0,0,1,0,2,0,1,1,45000.0,0,1,0,0
0,0,1,1,3,0,0,0,26250.0,0,1,0,0
0,0,1,0,6,0,0,0,281.14285714285717,0,0,0,0
0,0,1,0,6,1,2,1,6124.0,0,0,0,0
0,0,1,1,1,0,1,0,35000.0,0,1,0,0
1,1,1,1,19,1,1,0,6050.0,0,1,0,0
0,0,1,0,4,1,1,0,9466.4,0,0,0,0
0,0,1,0,3,1,1,0,104.75,0,1,0,0
0,0,1,0,5,0,0,1,2792.3333333333335,0,1,0,0
1,0,1,0,40,0,1,0,3658.5365853658536,0,1,0,0
0,0,1,0,4,0,0,0,4116.0,0,0,0,0
0,0,1,0,5,0,0,1,3326.0,0,0,0,0
0,0,1,0,8,1,2,0,1725.3333333333333,0,0,0,0
0,0,0,1,0,1,1,0,16212.0,0,0,0,0
0,0,0,1,4,1,0,0,4000.0,0,1,0,0
0,0,1,0,3,0,1,0,3162.0,0,0,0,0
1,0,0,0,14,1,2,0,5365.6,0,0,0,0
1,0,1,0,22,0,0,0,4011.7391304347825,0,1,0,1
0,0,1,0,0,0,0,1,2076.0,0,1,0,0
0,0,1,0,12,1,0,0,15384.615384615385,0,1,0,0
0,0,1,0,12,1,2,0,9230.76923076923,0,1,0,0
1,0,1,0,19,1,1,0,10000.0,0,1,0,0
0,0,1,0,6,1,2,0,15695.857142857143,1,1,0,0
0,0,1,0,4,0,1,0,8301.6,0,0,0,0
0,0,1,0,4,1,1,0,3536.2,0,0,0,0
0,0,0,0,17,1,2,0,778.8333333333334,0,0,0,0
1,0,0,0,20,1,2,0,1714.2857142857142,0,1,0,0
1,0,1,0,2,1,2,0,10360.0,0,0,0,0
0,0,1,1,8,0,0,0,17888.88888888889,0,1,0,0
1,0,1,0,5,0,0,1,6074.0,0,0,0,0
1,0,1,0,9,1,2,0,5522.4,0,0,0,0
0,0,1,1,6,0,1,1,18571.428571428572,0,1,0,0
0,0,1,0,5,1,2,0,11474.0,0,0,0,0
1,0,0,1,16,1,2,0,4705.882352941177,0,1,0,0
0,0,1,0,7,0,0,0,6060.0,0,0,0,0
0,0,1,0,7,1,2,0,1773.0,0,0,0,1
0,0,1,0,9,0,1,0,6806.8,0,1,0,0
1,0,1,1,19,0,1,0,10689.55,0,0,0,0
0,0,1,0,3,0,0,0,40500.0,0,1,0,0
0,0,0,0,5,1,1,0,24500.0,1,0,0,0
0,0,1,0,3,0,0,0,6540.0,0,0,0,0
1,0,1,1,15,0,1,0,8272.1875,0,1,0,0
0,0,1,0,5,0,0,1,465.3333333333333,0,1,0,0
0,0,1,0,4,1,2,0,28000.0,0,1,0,0
1,1,1,0,14,0,0,0,3800.0,0,0,0,0
0,0,1,0,2,1,0,0,25200.0,0,1,0,1
0,0,1,0,8,1,1,1,22777.777777777777,0,1,0,0
0,1,1,1,4,1,2,0,3547.2,0,0,0,0
1,0,1,1,15,0,0,1,7090.4375,0,1,0,0
1,0,1,0,25,0,2,0,7307.692307692308,0,1,0,0
1,0,1,0,16,0,0,1,1528.235294117647,0,0,0,1
0,0,1,0,0,1,1,0,41000.0,0,1,0,0
0,0,1,0,3,0,1,0,1745.25,0,1,0,0
1,0,1,0,13,1,2,0,10714.285714285714,0,1,0,0
1,0,1,0,8,1,2,0,4541.333333333333,0,0,0,0
0,0,1,0,1,1,2,0,15762.0,0,0,0,0
0,1,1,0,3,0,1,1,20000.0,0,1,0,1
0,0,0,1,1,0,1,0,3490.5,0,1,0,0
0,0,1,0,8,1,1,0,10771.666666666666,0,1,0,0
0,0,1,0,10,1,2,0,7895.727272727273,0,0,0,0
1,0,0,0,13,1,2,0,9265.714285714286,0,0,0,0
0,0,1,0,10,1,1,1,1296.0,0,0,0,0
1,0,1,0,9,0,0,0,15511.2,0,1,0,0
0,0,1,0,3,0,0,0,23103.5,0,1,0,0
0,0,1,0,5,0,2,0,2094.3333333333335,0,1,0,0
0,0,1,1,7,1,2,0,6520.5,0,0,0,0
0,0,1,0,3,1,0,0,32143.25,0,1,0,0
0,0,1,0,2,0,0,1,8552.0,0,0,0,0
0,0,1,0,2,1,2,0,7124.0,0,0,0,0
1,0,1,0,16,1,1,0,3510.3529411764707,0,1,0,0
0,0,1,0,5,0,1,0,4602.0,0,0,0,0
0,0,1,0,4,0,1,0,1130.4,0,0,0,0
0,0,1,0,5,0,1,1,9112.0,0,0,0,0
0,0,1,0,1,1,2,0,1008.0,0,1,0,0
0,0,1,0,7,0,2,0,17500.0,1,1,0,0
0,0,1,0,1,1,2,0,6594.0,0,0,0,0
0,0,1,0,2,0,0,0,9184.0,0,0,0,0
0,0,1,0,4,0,0,0,11474.4,0,0,0,0
1,0,1,0,15,1,2,1,4372.5,0,0,0,0
0,0,1,0,0,1,1,0,9773.0,0,1,0,0
0,0,1,0,5,0,2,0,5772.0,0,0,0,0
1,0,1,0,11,1,0,1,2138.0,0,0,0,0
1,0,1,0,13,0,0,1,6208.285714285715,0,0,0,0
1,0,1,0,0,0,0,0,8377.0,0,1,0,1
1,0,1,0,7,0,0,1,8917.5,0,0,0,0
1,0,1,0,28,1,1,1,2050.137931034483,0,0,0,0
0,0,1,1,0,1,2,0,41600.0,0,1,0,0
0,0,1,0,7,0,1,0,6108.25,0,1,0,0
0,0,1,0,5,0,1,0,16666.666666666668,0,1,0,0
0,0,1,0,3,0,2,0,25000.0,0,1,0,0
0,0,1,0,12,1,1,0,461.84615384615387,0,0,0,0
0,0,0,0,6,0,2,0,14772.57142857143,0,1,0,0
0,0,1,0,4,0,0,1,1535.8,0,1,0,0
0,0,1,0,7,1,1,0,2638.5,0,1,0,0
0,0,1,0,3,0,1,1,18717.0,0,0,0,0
1,0,1,1,16,0,2,0,7603.470588235294,0,1,0,1
0,0,1,0,8,0,0,0,6361.333333333333,1,0,0,0
0,0,1,0,4,1,2,0,2513.2,0,1,0,0
0,0,1,0,11,1,2,0,4108.0,0,0,0,0
1,0,1,0,7,1,2,1,7977.0,0,0,0,0
0,0,0,0,3,1,2,1,8512.5,0,0,0,0
1,1,1,0,27,0,0,0,4652.821428571428,0,0,0,1
0,0,1,0,10,1,2,0,12102.272727272728,0,1,0,0
1,0,1,0,14,1,2,0,6666.666666666667,0,1,0,0
0,0,0,0,0,0,1,0,4008.0,0,0,0,0
1,0,1,0,16,1,0,0,665.6470588235294,0,0,0,0
0,0,1,0,17,0,1,0,4504.111111111111,0,1,0,0
1,0,1,1,4,0,0,0,12150.4,0,1,0,1
1,0,0,0,11,0,1,0,1097.0,0,0,0,0
0,0,1,0,5,1,1,0,9728.0,0,1,0,0
0,0,1,1,1,0,0,0,23055.5,0,0,0,0
0,0,1,0,2,0,0,0,11530.333333333334,0,0,0,0
0,0,1,1,2,0,0,0,10491.666666666666,0,0,0,0
0,0,0,0,2,1,1,0,5700.0,0,0,0,0
1,0,1,0,8,0,2,0,21111.11111111111,0,1,0,0
0,0,1,1,8,0,2,0,7494.666666666667,0,0,0,0
1,0,0,0,8,0,1,0,8648.0,1,0,0,0
0,0,1,0,4,1,0,1,571.2,0,0,1,0
1,0,1,0,22,0,1,0,2850.2608695652175,0,0,0,0
1,0,1,0,40,0,0,1,3414.6341463414633,0,1,0,0
0,0,1,1,1,0,1,1,27878.0,0,0,0,0
1,0,1,0,16,1,0,0,3560.8823529411766,0,1,0,0
0,0,1,0,7,1,0,0,18010.5,0,1,0,0
0,0,1,0,3,1,2,1,17186.75,0,0,0,0
0,0,1,1,6,1,1,0,12214.285714285714,0,0,0,0
0,0,1,0,1,1,2,0,3138.0,0,0,0,0
1,0,1,0,14,0,1,1,5538.4,0,0,0,0
1,0,1,0,20,1,2,1,3565.1428571428573,0,0,0,0
1,0,1,0,10,0,1,0,9209.09090909091,0,1,0,0
0,0,1,0,2,1,2,0,7600.0,0,0,1,0
0,0,1,0,6,1,1,0,7301.714285714285,0,0,0,0
0,0,1,0,1,0,1,0,26471.0,1,1,0,0
1,0,0,0,15,1,2,0,5742.6875,0,0,0,0
1,0,1,0,18,0,0,0,2183.3684210526317,0,0,0,0
0,0,1,1,5,1,0,0,2958.0,0,0,0,0
0,0,1,0,6,1,2,0,8766.857142857143,0,0,0,0
0,1,1,1,5,1,1,0,3141.6666666666665,0,0,0,0
1,0,1,0,10,1,2,1,8254.90909090909,0,1,0,1
0,0,1,0,3,0,0,1,7785.0,0,0,0,0
1,0,0,0,38,1,0,1,2217.3846153846152,0,1,0,0
0,0,1,0,3,1,0,1,12972.0,0,1,0,1
1,0,1,1,13,1,2,1,5559.357142857143,0,0,0,0
1,0,1,0,28,1,2,1,3061.896551724138,0,0,1,1
1,0,1,0,12,0,1,0,15384.615384615385,0,1,0,0
0,0,0,0,10,1,2,0,6879.0,0,1,0,0
0,0,1,0,4,1,2,0,7980.0,0,0,0,0
1,0,1,1,2,1,1,0,16214.666666666666,0,0,1,0
1,0,1,0,22,1,1,0,1858.9565217391305,0,0,0,0
0,0,1,0,0,1,2,0,18156.0,0,0,0,0
0,0,1,0,6,1,1,0,2393.4285714285716,0,1,0,0
0,0,1,0,10,0,1,1,6403.636363636364,0,0,0,0
0,0,1,0,2,1,2,0,20466.0,0,1,0,0
0,0,1,0,4,1,2,0,5584.6,0,1,0,0
0,0,1,1,13,1,2,0,4632.857142857143,0,0,0,0
1,0,1,0,0,0,0,0,16572.0,0,0,0,1
0,0,1,1,2,0,0,1,13787.666666666666,0,1,0,0
0,0,1,0,0,0,0,1,12972.0,0,0,0,0
1,0,1,0,15,0,0,0,3231.5,0,1,0,0
0,0,1,0,4,1,1,1,6840.0,0,0,0,0
0,0,1,0,10,0,0,0,2240.7272727272725,1,0,0,1
0,0,1,0,1,0,0,0,244.5,0,1,0,0
0,0,1,0,3,1,2,0,5235.75,0,1,1,0
0,0,1,0,6,1,1,1,10501.0,0,1,0,0
0,0,1,0,4,0,1,0,1339.2,0,1,0,0
0,0,1,0,3,0,1,0,1185.0,0,0,0,0
1,0,0,0,24,1,1,0,2161.96,0,0,0,0
0,0,1,0,1,0,2,0,6143.0,0,1,0,0
0,0,1,0,5,0,1,0,790.0,0,0,0,0
0,0,1,0,9,0,0,0,14052.7,0,0,0,0
0,0,1,0,3,1,1,0,1947.0,0,0,0,0
0,0,1,0,6,1,2,0,8112.571428571428,0,0,0,0
1,0,1,0,24,1,2,0,3113.24,1,1,0,0
0,0,0,0,9,0,1,0,2076.0,0,0,0,0
0,0,1,0,4,0,0,0,1711.2,0,0,0,0
1,0,1,0,11,0,0,0,4954.5,0,1,0,0
0,0,1,0,2,1,0,0,1033.3333333333333,0,1,0,0
0,0,1,0,7,0,1,0,4014.0,0,1,0,0
0,0,1,0,3,0,0,0,1362.0,0,0,0,0
0,0,1,1,1,0,0,0,8382.0,0,0,1,0
0,0,1,0,7,1,2,0,8107.5,0,1,0,0
0,0,1,0,3,0,0,0,2792.25,0,1,0,0
0,0,1,0,6,1,2,0,8309.57142857143,0,1,0,0
0,0,1,0,5,1,2,0,1163.5,0,1,0,0
0,0,1,0,3,1,1,0,13194.0,0,0,0,0
0,0,1,0,3,1,1,0,17566.0,0,1,0,0
0,0,1,1,14,0,0,0,3430.3333333333335,1,1,1,0
1,0,1,1,4,0,1,0,7134.4,0,0,0,0
0,0,1,0,8,1,1,0,8163.666666666667,0,0,0,0
0,0,1,0,4,1,2,0,7134.4,0,0,0,0
0,0,1,0,8,0,1,1,13361.888888888889,0,0,0,0
1,0,1,0,17,0,1,0,5692.666666666667,0,0,0,0
0,0,1,0,9,1,2,0,1261.2,1,0,0,1
0,0,1,0,8,0,1,1,7593.777777777777,0,0,0,0
0,0,1,0,6,0,0,0,2094.285714285714,0,1,0,0
0,0,1,0,5,0,0,1,12926.0,0,1,0,0
0,0,1,1,6,1,2,0,7721.285714285715,0,0,0,0
0,0,0,0,10,1,2,1,6879.0,0,0,0,0
0,0,1,0,1,0,0,0,1424.0,0,1,0,0
1,0,0,0,10,1,1,0,3537.818181818182,0,0,0,1
1,0,1,1,9,0,0,0,669.6,0,1,0,0
0,0,1,0,2,1,0,0,3076.0,0,0,0,0
0,0,1,0,6,1,1,1,2796.0,0,0,0,0
1,1,1,1,29,0,0,0,6500.0,0,1,0,0
0,0,1,0,5,0,0,1,9500.0,0,0,0,0
0,0,1,0,5,0,1,0,5568.0,0,0,0,0
1,0,1,1,8,0,0,1,6053.333333333333,0,0,0,0
0,0,1,0,4,0,0,0,3391.2,0,0,0,0
1,0,0,0,27,1,1,1,3696.4285714285716,0,0,0,0
1,0,1,0,8,1,2,0,5885.333333333333,0,0,0,1
0,0,1,0,6,0,1,1,12926.0,0,1,0,0
0,0,1,0,4,1,2,0,1675.2,0,1,0,0
0,0,1,0,3,0,0,0,16011.0,0,0,0,0
1,0,1,0,1,0,1,1,5040.0,0,0,0,1
0,0,1,0,5,0,0,0,2808.0,0,0,0,0
1,0,1,0,10,0,1,1,3314.181818181818,0,0,0,0
0,0,0,1,2,0,0,0,12124.0,1,0,0,0
1,0,1,0,10,0,1,1,7861.636363636364,0,1,0,0
0,0,1,0,4,0,0,0,3600.0,0,0,0,0
0,0,1,0,1,1,2,0,56000.0,0,1,0,0
1,0,1,1,20,0,2,0,2653.714285714286,0,0,0,0
0,0,1,0,6,1,1,1,4941.571428571428,0,0,0,1
0,0,1,0,3,0,0,0,7890.0,0,0,0,0
1,0,1,0,13,0,2,0,10714.285714285714,0,1,0,0
0,0,1,0,6,0,1,0,7889.142857142857,0,0,0,0
0,0,1,0,4,0,1,0,2436.0,0,0,0,0
0,0,1,1,0,1,0,0,14388.0,0,0,0,0
0,0,1,0,6,1,2,1,8142.857142857143,0,0,0,0
0,0,1,0,0,0,0,0,13962.0,0,1,0,0
1,0,1,0,13,0,0,1,3522.0,0,0,0,0
1,0,1,0,10,0,1,1,8058.181818181818,0,1,0,0
1,0,1,0,12,0,1,1,7307.692307692308,0,0,0,0
0,0,1,0,1,1,2,0,10710.0,0,0,0,0
0,0,1,0,8,1,1,0,6032.111111111111,0,1,1,0
0,0,1,0,7,1,2,0,4437.875,0,0,0,0
1,0,1,0,15,1,2,0,5428.3125,0,0,0,0
0,0,1,1,3,0,0,1,13572.25,0,1,1,1
0,0,1,0,4,0,0,1,10593.6,0,0,0,0
1,0,1,1,15,1,2,0,3231.5,0,1,0,0
1,0,1,0,9,1,1,0,4339.2,0,0,0,0
0,0,0,0,1,1,2,0,6948.0,1,0,0,0
0,0,1,1,5,1,2,0,16941.5,0,0,1,0
1,0,1,0,10,0,0,0,1332.7272727272727,0,1,0,0
0,0,1,0,8,0,0,0,5324.111111111111,0,0,0,0
0,0,0,1,2,1,2,0,1336.0,0,0,0,0
0,0,0,0,8,0,2,1,3977.3333333333335,0,0,0,0
0,0,0,1,8,1,1,0,5333.333333333333,0,0,0,0
0,0,0,0,2,0,0,0,10000.0,0,0,0,0
1,0,1,0,10,1,2,1,9827.09090909091,0,1,0,1
0,0,1,0,4,0,1,0,30936.4,0,0,0,0
1,0,1,0,18,1,2,1,3313.157894736842,0,0,0,0
0,0,0,1,6,0,2,0,8647.857142857143,0,0,0,0
0,0,1,0,11,1,2,0,6305.75,0,0,0,0
0,0,1,0,11,0,1,0,7001.583333333333,0,1,0,0
0,0,1,0,1,0,1,0,837.5,0,1,0,0
0,0,1,0,2,1,2,0,1580.0,0,0,0,0
0,0,1,0,8,1,2,0,13265.666666666666,0,0,0,1
0,0,1,0,5,0,0,0,1628.8333333333333,0,1,0,0
0,0,1,0,7,1,2,0,891.0,0,0,0,0
0,0,1,1,2,0,1,1,16214.666666666666,0,0,0,0
1,0,0,0,15,1,2,0,9375.0,0,1,0,0
0,0,1,0,5,0,1,0,6463.0,0,1,0,0
1,0,1,1,15,1,1,0,6418.3125,0,0,1,0
0,0,1,0,7,0,1,0,9601.5,0,0,0,0
0,0,1,0,10,1,1,0,1947.0,0,1,0,0
0,0,1,0,3,0,0,0,300.0,0,0,0,0
0,0,0,0,3,1,2,0,4912.5,0,0,0,0
1,0,1,0,7,1,1,0,3945.0,0,0,0,0
0,0,0,0,7,0,0,0,2466.0,0,0,0,0
1,0,0,1,28,0,0,1,337.6551724137931,0,0,0,1
1,0,1,0,20,0,1,1,4200.571428571428,0,0,0,0
0,0,1,0,14,0,0,1,2335.2,0,0,0,0
1,0,1,0,10,1,2,0,13039.181818181818,0,0,0,1
0,0,1,0,8,0,1,0,10689.666666666666,0,1,0,0
1,1,1,0,13,0,0,0,2272.285714285714,0,0,1,0
0,0,1,0,1,0,0,0,29186.5,0,1,0,0
1,0,1,1,10,0,1,1,9240.818181818182,0,0,0,0
1,0,1,0,25,0,0,1,2095.3846153846152,0,0,0,1
0,0,1,1,9,1,2,0,19000.0,0,1,0,0
0,0,1,0,3,0,0,1,3951.0,0,0,1,1
0,0,1,0,5,0,0,0,7572.0,0,0,0,0
0,0,1,0,2,0,0,0,36623.666666666664,0,1,0,1
1,0,1,0,10,0,0,1,7861.636363636364,0,1,0,0
0,0,1,0,3,0,1,0,15511.25,0,1,0,0
0,0,1,1,11,0,1,0,3808.0,0,0,0,0
0,0,1,0,4,1,2,0,2010.4,0,1,0,0
1,0,1,0,20,0,0,0,7142.857142857143,0,1,0,0
1,0,1,1,25,1,2,0,2485.769230769231,0,1,0,0
0,0,1,0,14,1,2,0,4323.933333333333,1,0,0,0
0,0,1,0,6,0,0,1,5929.714285714285,0,0,0,0
0,0,1,0,2,0,0,0,1036.0,0,0,0,0
1,0,0,0,9,1,0,1,5967.6,0,0,0,0
0,0,1,1,5,1,2,0,4222.0,0,0,0,0
0,0,1,0,1,1,0,0,1764.0,0,0,0,0
1,0,1,0,29,1,1,1,1981.8,0,0,0,0
0,0,1,0,2,1,2,0,14773.333333333334,0,1,1,1
0,0,1,0,8,1,2,0,9766.222222222223,0,1,0,0
1,1,1,0,30,0,0,0,5003.580645161291,0,1,0,0
0,0,0,0,1,0,0,0,4986.0,0,0,0,0
0,0,1,0,4,0,1,0,9246.2,0,0,0,0
1,0,1,1,7,0,1,0,4053.0,0,0,0,0
1,0,1,0,22,1,2,0,1804.695652173913,0,0,0,0
1,0,1,0,25,1,2,0,5000.0,0,0,0,0
0,0,1,0,4,1,2,0,5467.2,0,0,0,1
0,0,1,1,8,1,2,1,412.0,0,0,0,0
0,0,1,0,5,1,2,0,15942.0,0,1,0,0
0,0,1,0,3,0,0,1,627.0,0,1,0,0
1,0,0,0,32,0,0,0,1619.6363636363637,0,0,0,0
1,0,1,1,5,0,0,0,11890.0,0,1,0,0
0,0,1,0,6,1,1,0,4225.714285714285,0,0,0,0
0,0,1,0,3,0,0,0,8377.5,0,0,0,0
1,0,1,0,10,1,2,1,2374.909090909091,0,0,0,0
0,0,1,1,5,1,2,0,4750.0,0,0,0,0
0,0,1,0,5,1,2,0,3490.5,0,1,0,0
0,0,1,1,2,0,1,0,15568.0,0,1,0,0
0,0,1,1,1,0,1,0,18354.0,1,0,0,0
0,0,1,0,6,1,2,0,20846.714285714286,0,0,0,0
0,0,1,1,8,0,1,0,4804.0,0,0,1,0
0,0,0,0,9,1,2,1,15000.0,0,0,0,0
1,0,1,0,12,1,2,0,6012.0,0,0,0,0
0,0,1,0,5,0,0,0,1676.0,0,1,0,0
0,0,1,1,6,1,0,0,5404.857142857143,1,1,0,1
1,0,1,0,30,1,2,0,941.483870967742,0,0,0,0
0,0,0,0,2,1,1,0,3016.0,0,1,0,0
0,0,1,0,10,0,1,0,12727.272727272728,0,1,0,0
0,0,0,0,5,1,2,0,1150.0,0,0,0,0
1,0,0,0,2,0,0,1,28333.333333333332,0,0,0,0
0,0,0,0,2,0,0,0,4000.0,0,1,0,0
0,0,1,0,1,0,0,1,2094.5,0,1,0,0
0,0,1,0,3,1,1,0,2094.0,0,1,0,0
0,0,1,1,3,1,2,0,11350.25,0,1,0,0
1,0,1,0,20,1,0,0,4761.9047619047615,0,1,0,0
0,0,1,1,4,0,1,0,2781.6,0,1,0,0
0,0,1,0,3,0,0,0,1458.0,0,0,0,0
1,0,0,0,19,1,1,1,1621.2,0,0,0,0
1,0,0,0,11,0,0,1,4504.083333333333,0,0,0,0
0,0,1,0,1,0,0,0,3100.0,0,0,0,0
0,0,1,1,8,1,2,0,12222.222222222223,0,1,0,0
0,0,1,0,1,1,1,0,5196.0,0,1,0,0
0,0,1,1,2,0,0,1,16395.0,0,0,0,0
0,0,0,1,0,0,0,1,12500.0,0,1,1,1
1,0,1,0,11,0,1,0,6756.166666666667,0,1,1,0
0,0,1,0,1,0,1,1,9075.0,0,1,0,0
0,0,1,0,7,0,0,0,1314.0,0,0,0,0
0,0,1,0,8,0,0,1,420.0,0,0,0,1
0,0,1,0,9,0,1,1,9188.3,0,1,0,0
0,0,1,1,4,1,2,0,1272.0,0,0,0,0
0,0,1,0,3,1,2,0,10856.5,0,0,0,0
0,0,0,0,3,1,1,0,3729.0,0,0,1,0
0,0,0,0,5,1,1,0,6400.0,0,0,0,0
0,0,1,1,12,0,2,0,4573.384615384615,1,0,0,0
0,0,1,0,1,1,2,1,11322.0,0,0,0,0
0,0,1,0,6,1,2,0,1196.7142857142858,0,1,0,0
0,0,1,0,0,0,0,0,1284.0,0,0,0,0
0,0,1,0,7,1,2,1,5173.5,0,0,0,0
0,0,0,0,15,1,2,1,4143.75,0,0,0,0
1,0,1,0,22,0,1,1,4249.217391304348,0,1,0,0
0,0,1,0,0,0,0,0,3180.0,0,0,0,1
0,0,0,1,0,1,2,0,15120.0,0,0,0,0
1,0,0,1,40,0,0,0,2926.829268292683,0,1,0,0
0,0,0,0,1,0,0,0,10392.0,0,0,0,0
1,0,0,0,18,1,2,1,2171.0526315789475,0,0,0,0
0,0,1,0,0,0,0,0,25896.0,0,0,0,0
0,0,0,1,4,1,1,0,960.0,0,0,0,0
1,0,1,0,4,0,0,1,3760.8,0,0,1,0
0,0,1,0,11,1,2,1,3783.0,0,0,0,0
0,0,1,0,10,1,2,0,10909.09090909091,0,1,0,0
0,1,0,1,10,0,0,0,5454.545454545455,0,0,0,0
0,0,1,1,5,1,2,0,2083.3333333333335,0,0,0,0
0,0,1,0,1,1,0,0,4537.5,0,1,0,0
0,0,1,0,3,1,2,1,11350.25,0,0,1,0
1,0,1,0,9,0,0,0,9353.3,0,0,0,0
0,0,1,0,11,0,0,0,13133.0,1,0,0,0
0,0,1,0,8,1,2,0,4286.666666666667,0,0,0,0
0,0,0,0,3,0,1,0,1977.0,0,0,0,0
0,0,1,1,7,1,2,0,5134.625,0,0,0,0
0,0,1,0,4,1,2,0,2673.6,0,0,0,0
0,0,1,0,2,1,0,0,5524.0,0,0,0,0
0,0,1,1,3,1,0,0,3897.0,1,0,0,0
1,0,1,1,15,0,0,0,5010.75,0,0,0,0
0,0,1,0,4,0,0,1,4615.2,0,0,0,1
1,0,1,0,15,0,2,0,9062.5,0,1,0,0
0,0,1,0,7,1,1,1,12109.25,0,0,0,0
0,0,1,0,0,1,1,1,8544.0,0,1,0,1
0,0,1,0,8,1,2,0,4000.0,0,0,0,0
1,0,1,0,31,0,1,0,2052.0,0,0,0,0
0,0,1,1,2,1,0,0,1954.6666666666667,0,1,0,0
1,0,1,1,16,1,2,0,8823.529411764706,0,1,0,0
0,0,0,0,3,1,2,0,969.0,0,0,0,0
0,0,1,1,0,1,1,0,10764.0,0,0,0,0
0,0,1,0,0,1,1,0,2676.0,1,1,0,0
1,0,0,0,10,1,2,0,2727.2727272727275,0,0,0,0
0,0,0,0,1,0,0,0,2792.5,0,1,0,0
1,0,1,1,20,1,1,0,4285.714285714285,0,1,0,1
1,0,1,0,11,0,1,0,1504.25,0,0,0,0
0,0,1,0,7,1,2,0,10615.5,0,0,0,0
0,0,1,1,1,1,2,0,8382.0,0,0,0,0
0,0,1,0,2,0,1,0,3952.0,0,0,0,0
0,0,1,0,8,0,0,1,5400.0,0,0,0,0
0,0,1,0,5,0,1,0,14496.0,0,1,0,0
0,0,1,0,3,1,1,0,2949.5,0,1,0,0
1,0,1,0,12,0,2,0,11923.076923076924,0,1,0,0
1,0,0,0,31,0,2,0,2019.6875,0,1,0,0
0,0,1,1,8,1,1,0,20000.0,0,0,0,0
0,0,1,0,3,0,0,0,1047.25,0,1,0,0
1,0,1,0,5,0,0,0,9204.0,0,0,0,0
0,0,1,0,9,1,2,0,4000.0,0,1,0,0
0,0,0,0,7,0,1,0,7593.0,0,0,0,0
1,0,1,0,35,0,0,0,5000.0,0,1,0,0
0,0,0,0,4,1,2,0,3890.4,0,0,0,0
0,0,1,0,1,1,2,0,20798.5,1,1,0,0
1,0,1,0,2,1,2,0,58333.333333333336,0,1,0,1
0,0,1,0,4,1,1,1,3948.0,0,0,0,0
1,0,1,0,20,0,0,1,4941.714285714285,0,0,0,0
0,0,1,0,4,1,2,1,10670.4,0,1,0,0
1,0,1,0,12,0,1,1,13304.384615384615,0,0,0,0
1,0,1,1,15,0,0,0,3729.75,0,0,0,0
1,0,1,0,34,0,0,1,1928.5714285714287,0,0,0,1
0,0,1,0,7,0,0,0,1005.25,0,1,0,0
1,0,1,1,14,1,2,1,9333.333333333334,0,1,0,0
0,0,1,0,12,0,1,0,2228.3076923076924,0,0,0,0
0,0,1,0,8,1,1,1,3882.3333333333335,0,0,0,0
0,0,1,0,10,1,2,1,1498.909090909091,0,0,0,0
1,0,1,0,8,0,1,1,4612.0,0,0,0,0
1,0,1,0,34,1,2,1,5227.657142857143,0,0,0,0
1,0,0,1,5,1,2,0,10833.333333333334,0,1,0,0
0,0,1,0,9,1,2,1,3891.6,0,0,0,0
1,0,0,0,7,1,2,1,2850.0,0,0,0,0
0,0,1,1,3,1,2,0,30187.5,0,1,0,0
0,0,1,0,4,1,0,0,8592.0,0,0,1,0
0,0,1,0,0,0,1,1,38916.0,0,1,0,1
1,0,1,1,21,0,0,0,3537.7727272727275,0,1,0,0
1,0,0,0,44,1,2,0,1239.4666666666667,0,0,0,1
0,0,1,1,13,1,2,0,7874.0,0,0,0,0
0,0,1,0,12,0,2,1,8352.0,0,1,0,0
0,0,1,0,8,0,0,0,7423.333333333333,0,0,0,0
0,0,1,0,8,0,2,0,1138.4444444444443,0,0,0,0
0,0,1,0,5,1,1,0,10378.0,0,1,0,0
0,0,1,0,0,0,0,0,11832.0,0,0,0,0
0,0,1,1,5,1,1,1,2724.5,0,1,0,0
0,0,1,0,2,0,1,0,3072.0,0,1,0,0
0,0,1,0,3,0,1,0,3839.5,0,1,0,1
0,1,1,1,6,1,2,0,14521.285714285714,0,1,0,0
0,0,1,0,8,0,0,0,9307.777777777777,0,1,0,0
0,0,1,0,2,0,0,0,2316.0,0,1,0,1
1,0,1,0,21,0,0,1,9165.681818181818,0,1,0,0
0,0,1,1,4,0,0,0,933.6,0,0,0,0
0,0,1,0,10,0,1,0,1910.1818181818182,0,0,0,1
0,0,1,0,3,1,2,1,8445.0,0,0,0,1
0,0,0,0,6,1,1,0,23866.285714285714,0,0,0,0
1,0,1,0,13,1,2,1,13214.285714285714,0,1,0,0
0,0,1,0,3,1,2,0,2247.0,0,0,0,0
1,0,1,0,19,0,0,1,4323.9,0,1,0,0
